,sentence,sentiment,sentimentprob
743,11.09 заполнил заявку на сайте для оформления дебетовой карты,?,0.38395396854836933
744,"Всем привет! Честно, я очень люблю этот банк, в последние месяца любовь проходила, сами знаете, что условия стали хуже, поддержка стала мягко говоря не очень",+,0.46875896076111845
745,"Заголовок такой, потому что я считаю, что мне банк передумал выдавать мне свою карту, которую они рекламируют..",−,0.8658137960828816
746,Повелись на рекламу подключения к ОЗОНУ,−,0.523390804540278
747,"12.09.2021 двумя разными суммами произошло списание средств в счет погашения задолженности по карте Халва, несмотря на наличие всей необходимой суммы на карте",−,0.4567649781978151
748,Просто УЖАС...,−,0.9689866840294001
749,Пользуюсь услугами банка с 2015 года,+,0.5206508444533942
750,"Написанное ниже первоначально было комментарием к отзыву awpolkut, но комментарий не прикрепился, решил разместить в виде отдельного отзыва",−,0.45076373409529924
751,"Более десяти лет я был постоянный клиент банка Санкт-Петербург,в основном открывал вклады",−,0.4574454865097829
752,"Целый день возникали проблемы с получением одноразовых кодов от банка при оплате (3D serure); К вечеру когда нужно было пополнить карту, оказалось что сделать это просто невозможно удаленно",−,0.7380687471718012
753,"Начал обслуживаться какое-то время назад в этом офисе, впечатления положительные: посетителей мало, сотрудники доброжелательны и готовы помочь",+,0.8404793933983964
754,"Самый ужасный банк, что может быть",−,0.9135033882431352
755,"Оформила карту мир Тинькофф, купила билет на s7  так как покупаю билет первый раз должен вернуться бонус ( это написали в онлайн чате Тинькофф В итоге : каждый день пишут что разбираются с моим вопросом, и каждый раз какие то новые...",−,0.6391879697816559
756,Банк втихую  закрыл обращение от 09.10.2021г,−,0.6262615189809164
757,"Год назад меня убедили оформить подписку Сберпрайм по акции за 990 рублей , убедив меня , что это выгодно, много приложений и музыка и фильмы и хранилище",+,0.6525676389239035
758,"1 событие - пятница, 22 октября 2021 года в 12,10 МСК, 2 событие - вторник, 26 октября 2021 года в 16,46 МСК, 3 событие - суббота, 30 октября 2021 года в 15,36 МСК",−,0.6649154025816302
759,"Сегодня 24,11,2021 г",−,0.5893116113999411
760,Хочу поделиться мнением о Бланк банке,+,0.48316017657202187
761,Добрый день! Обратилась 16 апреля в банк для закрытия своих счетов,?,0.4644569248972555
762,"При продаже автомобиля, выяснилось что мой автомобиль 1,5 года находится в залоге банка Сетелем",−,0.4216232673341654
763,На мой взгляд у Сбера самая ужасная служба поддержки клиентов,−,0.7445825010619839
764,В конце октября с номера 900 мне стали приходить ежедневные смс следующего содержания: «…с 29.09.21 по 08.10.21 мы отменяем комиссию за снятие наличных в любых банкоматах по вашей кредитной карте СберБанка! Подробнее: https://sberbank.ru/t/cashfree...,−,0.4770559991555875
765,Обожаю этот банк,−,0.5068239137855387
766,"Оформил ипотеку в Сбербанке в октябре 2020 года без каких либо проблем, остался доволен",+,0.5030005399239372
767,Всем привет! Отзыв будет относительно краткий,+,0.42758715272081105
768,Давно обслуживалась в Тинькофф и все устраивало рекомендовала всем друзьям и близким как лучший банк! месяц назад столкнулась с проблемой,+,0.8674601901001927
769,"Здравствуйте ! Получила очень обстоятельный , правильный и быстрый ответ о снятии средств с карты ",−,0.45613053783835744
770,"Похоже мой номер кто то оставил , как контактный",−,0.7096391560061222
771,"Благодарю Ангелину, сотрудницу Модульбанка!  Очень добросовестно и терпеливо помогла в решении моей проблемы",+,0.8279508886708133
772,Добрый день! Я активно пользуюсь картой Халва Совкомбанка,+,0.5670055587696659
773,"Очень редко обращаюсь в отделение Россельхозбанка, так как пользуюсь банковской картой и приложением",+,0.7170435280269712
774,"В связи с тем, что я забыл отключить подписку СберПрайм+ 9 июня 2022 года я в тот же момент написал в онлайн чат о желании вернуть средства и отказаться от подписки",−,0.584881376694289
775,Обращалась в банк по многим вопросам по продуктам банка,+,0.6655246271755217
776,Тинькофф меня реально кинул,+,0.8129540978224392
777,"Являюсь клиентом банка Тинькофф уже довольно давно, но лишь в 2020 году, с моим приходом в Тинькофф.Инвестиции, мне потребовался премиум- тариф, который здесь удобно распространяется и на брокерское и на банковское обслуживание",+,0.8221500958552146
778,"Добрый день, сегодня мы посетили МКБ банк на Алтуфьевском",−,0.6029466333421918
779,По своей невнимательности не отключила подписку после льготного периода,−,0.6944118311151407
780,"10.01 было подано заявление на налоговый вычет, с этого момента со мной никто не свзялся, хотя ваши доблестные операторы говорят что направили запрос налоговому консультанту чтобы мне перезвонили, и каждый день одно и тоже !!! Что у Вас за...",−,0.9333461715067051
781,Сначала нельзя было онлайн из-за отсутствия места рождения,−,0.7248241403302917
782,"У меня сложилась сложная ситуация, надо было быстрее продать автомобиль но он был взят в кредит в банке",?,0.5187766885171697
783,"22.12.2021 я получила дебетовую карту Росбанка, в этот же день решила её пополнить через банкомат (рассчитывала купить продукты и подарки к новому году и получить кэшбэк), находящийся ко мне ближе всего, таблички, или сообщения на экране...",?,0.42507341039589736
784,По некоторым причинам потребовалось потребовалось поменять контактный номер телефона(мобильный оператор старого номера очень плохо работает в квартире),−,0.5350840711906394
785,"Попытался перевести на свой счет в другом банке (киви банк) 15000руб , что ранее не раз производил уже несколько раз за год",−,0.8081112277091149
786,Пока еще пользуюсь услугами Тинькоффа почти 5 лет,+,0.8630691168101485
787,Тинькофф - банк качественного обслуживания,+,0.7553229876640629
788,"У меня в банке есть ДК, периодически брала кредитные продукты, проблем никогда не было, иногда поступают предложения, все это вижу в личном кабинете",−,0.5678030444872619
789,"Я, П-а София, посетила отделение 1 го числа, по вопросу консультации, касаемо пополнения счета",−,0.5308687016325937
790,Работа операторов и самого сайта отвратительная Заказала карту,−,0.5606951991766296
791,"Просьба не употреблять мои ФИО и другие персональные данные в ответе и последующей переписке, даже если меня удастся идентифицировать",−,0.7448402434087957
792,На 9 марта была заказана выдача наличных евро со счета в отделении АльфаБанка на ул,−,0.38213898995365037
793,Здравствуйте! Являюсь зарплатных клиентом Альфы,−,0.4547137154610202
794,"Премиальный клиент, зп 2 раза в неделю приходит банковским переводом",−,0.511589658239565
795,"Что мне снег,  Что мне зной, Что мне дождик проливной, Когда мой Банк ""Тинькофф"" со мной...!        Этим девизом мне хочется обозначить сегодняшнее отношение к банку ""Тинькофф""",−,0.9030527032333554
796,Ужасный банк,−,0.9449514923722189
797,Я звонила на горячую линию Альфа-банка с целью оставить жалобу на незаконную передачу банком моих персональных данных без моего разрешения третьим лицам и разглашение информации о моих персональных контактах и в дальнейшем звонки представителей...,−,0.854327204520965
798,Обратился в банк заказным письмом с заявлением о взыскании задолженности и оригиналом судебного приказа выданным судебным участком номер 336 дмитровского района г,−,0.531819187047451
799,"Сделала через Сбол в мегамаркете несколько заказов с кэшбеком.заказы доставлены, хоть и с опозданием, есть брак в товаре, но ладно, это все решаемо",?,0.4645529901412041
800,"Это мой первый негативный отзыв в сети, пишу его 21.10.2021",−,0.5739800804079078
801,"Это какой-то дурдом, а не ответы на обращение клиентов",−,0.9909899787989656
802,"Внимательное и ,главное, быстрое и квалифицированное рассмотрение моей проблемы",+,0.6842421534381492
803,"Имею зарплатную карту в МТС Банке , и каждый месяц , когда происходит зачисление - в Банке происходят вечные сбои , ну да ладно , всякое бывает , но тут уже перешли все границы ",−,0.5405703639173622
804,Уважаемые господа! В августе мне исполнилось 45 лет и я получил новый паспорт,−,0.43081521638681847
805,Я получил промокод сберпрайм который действует 1 год,−,0.39824566814103357
806,11 мая в 10-41 через информационно-справочный центр записался на получение денег с заканчивающегося вклада на 17.05.22,?,0.5842666546409248
807,Безобразное отношение к персонального менеджера к клиентам банка,−,0.8472773656995392
808,16.09.2021 оформил кредит,?,0.5024597759981888
809,Держателем карты Халва являюсь уже несколько лет и банк менять не собираюсь,−,0.3871340396581997
810,Являюсь клиентом банка уже много много лет,−,0.3746476421894312
811,"Не начислили кешбек за март, ну я подумал сбой какой то, как был в прошлом году",−,0.5471238021891837
812,"К сожалению, учитывая онлайн формат взаимодействия с банком, вы(граждане) должны понимать, что документально и с таймингом подтвердить наши и банка слова и действия  для третьих лиц не представляется возможным",−,0.6879944919921275
813,Являюсь клиентом банка уже более 5 лет,?,0.5388883950062314
814,"Хотел перевести пенсию в ВТБ через интернет, через сайт банка",+,0.6027120597934238
815,В июне 2022 года мои друзья (2 человека) оформили дебетовые карты «Можно все» по ссылке друга,?,0.4302842338748835
816,Являюсь индивидуальным предпринимателем с достаточно специфичной сферой деятельности - ритуальные услуги,+,0.46737402472517137
817,Здравствуйте по моему мнению Совкомбанк самый лучший банк в России по обслуживанию клиентов и кредитной карты Халва очень выгодно использовать,+,0.7267311250162719
818,"Ужасный банк, доставка карты почти 2 недели..",−,0.8345384562528716
819,Здравствуйте уважаемый банк Тинькофф!Между мной и Вами был заключён кредитный договор ( кредитная карта) номер 0*********84 на сумму 60 000,−,0.672211024247742
820,"Я клиент банка Тинькофф уже лет 10, начинал с кредитной карты, потом перешёл на расчётную, всем был доволен, качество сервисов постоянно улучшалось",+,0.5212989139953267
821,"Здравствуйте! 17 декабря 2021 общался в чате с Натальей по поводу общения с роботом (голосовой ""помощник""), так сбербанк утверждает, что причина не возможности получения консультаций от робота, что у нас, у клиентов,  ПСИХОЛОГИЧЕСКАЯ ПРОБЛЕМА с...",−,0.9344267380813378
822,Нужно было получить логин/пароль для Личного кабинета,?,0.49701473451402906
823,"Заказала дебетовую карту ! Выбрала время ! С 10-14 , пришло смс , что карта будет доставлена ! Отменила все , осталась дома ! Прождала неизвестно чего !!!!! Карту не привезли , не позвонили! Простите , это что за сервис ? Это что за неуважительное...",−,0.5978838202506044
824,Я клиентка банка уже более одного года и рада быть в его экосистеме,+,0.4164336795195818
825,"В прошлом месяце оплачивал услуги ЖКХ в Санкт-Петербурге через кошелек Юмани, платеж в пользу ООО ""ЖКС А**** Р****""",−,0.4805494774385722
826,"Тотальная некомпетенция на всех уровнях сотрудников, что в отделениях, что в колл центре",−,0.666672354883406
827,"У меня есть карта Альфа банка 1 год без процентов,все покупки я совершала в первые 30 дней",+,0.4252701446220234
828,"Главный плюс Банка ""Тинькофф"", это оперативность во всем, решение любого вопроса без визита в банк и часовых споров с бесполезными сапортами других банков(Не буду писать конкретных банков - почти все)",+,0.8728971755918469
829,"Взял кредит в Совкомбанке с акцией ""Все под 0"" Условия акции выполнял каждый месяц за исключением января",?,0.46999837675395956
830,"25.07.2022 в 20:05, пытался внести наличные через банкомат , номер: 60019249, на свою дебетовую карту",−,0.4395066625887365
831,2го марта заказал снятие денег с валютного счета в отделение на Осеннем Бульваре,?,0.6014836312338421
832,"В январе были рефералы, которые оформили по моей ссылке карту, выполнили все условия",+,0.6713486181635359
833,"7.06.2022 воспользовалась услугой меняю дату платежа, предварительно проконсультировавшись с оператором чата по датам, платеж был 25.06, хотела чтобы был 10.06, оператор озвучила все условия, кроме интервала - +15 дней, данный интервал был озвучен...",−,0.5832713652805643
834,"С февраля (ПОЛГОДА) нет доступа в онлайн-банк через веб из-за рубежа — сотрудникам озвучивалась проблема через ситикол и в чате, ничего не исправлено, невозможно воспользоваться акциями, предложениями, собственным кешбеком, скачать документы...",−,0.916711697160916
835,Пару месяцев назад поступило предложение оформить карту Тинькофф Блек,+,0.4888998910795601
836,"Пользуюсь картой долгое время, часто возникают  вопросы, поэтому всегда обращаюсь в чат",+,0.930886972978733
837,"То есть в Сбере, в Тинькове такая функция смены номера есть, она встроена в приложение и работает",+,0.6027893134772065
838,"Добрый день! 13 октября 2021 я открыла приложение Тинькофф банка и увидела рекламный баннер, в котором обещали при оформлении полиса ОСАГО вернуть кэшбэком 30% от его стоимости",+,0.40024522148728
839,"Впервые был в этом офисе, но не впервые работал с этим менеджером",−,0.5798704687269564
840,Я пользуюсь (точнее скоро перестану пользоваться) дебетовой зарплатной картой данного банка,+,0.5434208524145884
841,"Ко мне за помощью обратился друг, которому на телефон вдруг пришла SMS, что ""Карта * доставлена в офис ""ДО ""ТВЕРСКОЙ"" АО ""СМП Банк""""",?,0.6301114792707679
842,Долгое время пользовалась зарплатной картой банка,+,0.5147978304819691
843,Месяц назад 21 ОКТЯБРЯ заблокировали счёт без объяснения причины,−,0.6148707795903168
844,После значительного ухудшения условий по картам и счетам с 01.04 через приложение и личный кабинет не доступны даже внутренние переводы со счетов на карту банка,+,0.45669686407659577
845,"Очень Удивлен, что поддержка в приложении может не только отвечать по рабочим задачам и проблемам",−,0.7667885877531964
846,"1 августа 22г в мобильном банке выскочило сообщение что нужно обьяснить некоторые операции за последнии 3 месяца прихода - расхода на карту тинькофф black я скинул договора,выписки,скрины которые они требовали",−,0.36509638072543327
847,"Являюсь клиентом банка Тинькофф более  5 лет, качество оказываемых услуг растет с  каждым годом",+,0.5521780614377634
848,"Уже более 5 лет работаю с данным банком и все было хорошо, а тут мне позвонили из банка и сказали, что я якобы поручил им закрыть свой накопительный счет, и перевели все деньги с него на карту, но никаких заявок на закрытие накопительного счета я...",−,0.6846485205368251
849,"Не рекомендую этот банк никому, кто бережет свои деньги и ценит честность",−,0.9477729811410167
850,Я являюсь постоянным клиентом ПАО Росбанк с 2010 г,?,0.7085090338871469
851,Хотелось бы выразить благодарность сотруднику г,+,0.9175098053447404
852,"Здравствуйте! Начну с того, что хочу предостеречь всех людей, кто хотел бы оформить потреб.кредит в СОВКОМБАНКе",−,0.47475022660051946
853,Добрый день уважемый представитель банка,?,0.404533674657118
854,Каждый день мне звонят по 10-15 раз из этого банка и ищут какую то женщину,−,0.6562354583762672
855,"Добрый день, 10",?,0.6534489832572085
856,"Имею вклад в банке, но не имею возможности войти в личный кабинет не через мобильное приложение на смартфоне, не через сайт",−,0.7304348168846092
857,5.11.21 оставил на сайте 2 заявки - на получение кредитной карты и дебетовой,−,0.6308237435846685
858,Пользуюсь кредитной и дебетовой картами банка,+,0.5873334456938448
859,"Пользуюсь банком уже 2 года, очень нравятся условия обслуживания (доступность, прозрачность)",+,0.8147070077342365
860,"Давно пользуюсь Альфой, многое нравилось, что-то чуть напрягало, но сейчас уже ситуации, которые происходят при пользовании банком, доводят до белого каления… по порядку: 1) программа «приведи друга» не работает от слова совсем",−,0.5042467659836424
861,"Здравствуйте, это не первый мой отзыв в адрес Тинькофф",−,0.8307430936498448
862,Для поступления на службу мне необходимо было получить некоторые справки для предоставления их в комиссию,−,0.38449771664533966
863,Накипело,−,0.4552262195471725
864,Полтора месяца не могу добиться от банка возможности отправить декларацию ИП на УСН,−,0.8888216981734871
865,В далеком 2012 году друг посоветовал вклад в этом банке,−,0.43844714066840784
866,"Сегодня 3го сентября у меня была назначена встреча с сотрудником банка, но так как в системе банка почему то указывается мой адрес некорректно, сразу не получилось встретится с сотрудником банка",−,0.8130871736222043
867,С 03 марта 2022 года не можем получить небольшую сумму с вклада в долларах,−,0.4887812089761404
868,Брал кредит с опцией возврат процентов,+,0.43021568935928994
869,"Добрый день! 18.07.2022 оформил дебетовую карту по ссылке друга в рамках программы ""500р после первой покупки с бесплатной Альфа-Картой""",?,0.561587860948171
870,"Если 15, и даже 10 лет назад, это был честный, надежный и клиентоориентированный банк, то сейчас он напоминает мелкого обманщика, таскающего медные пятаки у прохожих",+,0.3558741005155808
871,Не пришла в этом месяце смс о выполненном условии бесплатного обслуживания по тарифу максимум,−,0.6240096812359377
872,"Хоум Кредит банк сегодня приятно удивил, так что я даже решил написать отзыв - благодарность, и посоветовать банку двигаться в том же направлении",+,0.6307453781813257
873,Не рекомендую пользоваться сервисом Тинькофф Путешествия.В текущей нестабильной обстановке хотела улететь из г,−,0.7331347563538473
874,"Сколько раз не обращалась с вопросами, проблемами к операторам, отвечают всегда быстро и решают проблемы моментально, специалисты своего дела! Ни в одном другом банке не получала такого сервиса, спасибо! Всем рекомендую пользоваться  услугами...",+,0.6232852118007411
875,В связи с заменой паспорта вносил изменения в личных данных своего профиля в Л.К,−,0.5598680824240899
876,Добрый день! Произошла ошибка в НБКИ,−,0.46601709823766324
877,"Увидел пропущенный звонок с номера 900, а поскольку в банке рассматривается моё обращение",−,0.6001459603805411
878,Обратился с вопросом в Альфа банк о срочном закрытии кредитной карты,−,0.5446712737065934
879,Альфа-банк самый лживый и непостоянный в своих предложениях и акциях банк,+,0.4964997404420481
880,"После переноса моего брокерского счёта в Альфу, мне пришлось открыть у них счёт",?,0.4554610215278957
881,"Начну с того, что я являюсь премиальным клиентом банка Открытие",−,0.4307873779565577
882,"25.05.22 Написал в чат поддержки с просьбой отключить Премиум-пакет, на что получил сначала ответ, что необходимо уточнить номер телефона (хотя писал в чат из личного кабинета), потом уточнили причину, почему хочу отключить пакет, после чего...",−,0.8968177442800549
883,"Здравствуйте , хочу выразить свое глубочайшее недовольство и возмущение работой Банка Ренессанс ",+,0.4741413013621914
884,"Хочу оставить «хороший»отзыв о банке, клиентом которого я являюсь с 2008 года",+,0.4681880067854565
885,Никогда не являлся клиентом данного банка и никогда не считал его достойным банком,−,0.867535611028991
886,Заказал кредитную карту 100 дней без процентов,?,0.35782820753385763
887,"Сразу хочу сказать, что являюсь корпоративным клиентом Альфа-Банка и в этой части у меня вопросов нет, но как к физическому лицу подход просто ужасает",+,0.6562461406991817
888,"Сколько времени занимает подключение Интернет-банка (Мобильного банка), он же ""ДБО""",−,0.6206644578751699
889,"Был нормальный банк, с удовольствием выбрал в качестве банка для получения пенсии",+,0.6725021275301503
890,Подал заявку на реструктуризацию по кредиту полученному в 2019 году,?,0.4611580231953479
891,11 .03 обратилась в коллцентр банка с заявкой набзаказ получения денежных средств с долларового депозитарий который закончился 18.03,−,0.6296912938935546
892,"В приложении ""Спасибо Сбербанк"" я заинтересовался акцией: с 22.11.21 по 22.12.21 соверши покупки на АЗС по карте мастеркард от Сбера и верни сумму покупки бонусами! Не буду подробно описывать условия, (есть скриншоты условий акции и скриншоты...",+,0.4206194785869031
893,Хочу поделиться своим мнением о банке УБРиР,+,0.6014049163608841
894,здравствуйте всем,−,0.4507487004882053
895,Положил 1800 долларов на карту,?,0.44124012895181497
896,"Я вообще очень отрицательно отношусь к банкам, но в наше время без онлайн покупок и переводов денежных средств просто никуда",−,0.5974823060970811
897,"Здравствуйте, прошу помощи в доставке посылок Сберлогистикой",−,0.7449134026568555
898,Банк ОТП - вымотаны все нервы 24.06.2022 - на сайте магазина М.Видео подала заявку на покупку стиральной машины в кредит,−,0.5294783548434738
899,С 24.06.2022г,+,0.4118309944983913
900,"29.01.2022 взял в банке кредит на рефинансирование кредитов в других банках, и погасил их в течении четырёх дней! Через три месяца подняли процентную ставку по кредиту , на вопрос с чем связано ответили что не предоставил справки о погошении...",−,0.5080933666273885
901,"Сегодня заблокировали мою цифровую карту, я позвонил в кол",−,0.8966250991140263
902,"Добрый день! Хочу оставить негативный отзыв о банке, который не дорожит своими клиентами и не идет им навстречу! Альфа-Банк! Пользовалась кредитной картой данного банка, просрочек никогда не было, полностью задолженность была погашена...",−,0.8588579193704671
903,"9 октября 2022г., я снимала деньги с карты Газпромбанка в Турции в банкомате, банкомат ни деньги ни чек не выдал",−,0.8818778743303711
904,Очень хамское поведение консультантка,−,0.7966356836210199
905,"22.03.2022 я позвонил в контакт центр банка Тинькоф с целью уточнить могу ли я через приложение банка купить доллары и снять их в банкомате, на что оператор подтвердила мне данную возможность",−,0.33753106811167494
906,"Несколько лет пользуюсь Халвой, проблем никогда не было, вплоть до сентября 2022 года",?,0.40165916788435096
907,"Я  являюсь клиентом банка тинькофф и хочу выразить благодарность за отличную работу сотрудников банка и его преимущества для клиентов перед другими банками: удобное мобильное приложение, переводы и оплата в 1 клик, много полезной информации в...",+,0.9533142628651338
908,Являюсь клиентом банка с 2016 г,?,0.4906868958849679
909,"Оценки работы сотрудников Росбанка,которые увидела на данном сайте, естественно, в большей мере критичные, т.к",−,0.5681610824319302
910,Худшей поддержки я ещё не встречал,−,0.9569206827451788
911,"Добрый день! Хочу рассказать об ужасном отношении к клиенту, это неприемлемо для банка таких масштабов (( 16.12.21 г я получил дебет",−,0.4293525421842498
912,"Заказала премиум карту в этом банке, встреча с представителем была назначена с 18 до 20",?,0.5767099125764168
913,Как развидеть и раслышать банк? Более двух лет назад отказался от услуг банка,−,0.6405525913463429
914,"Сбермегамаркет - обманывают своих клиентов! Повелась на название маркета, которое начинается со слова Сбер и ничего не подозревая сделала свой первый и последний заказ на данной площадке! Итак продолжим: 18 сентября 2021 года я сделала заказ...",−,0.8207246203009346
915,Банк ВТБ перевёл все мои акции в Альфа инвестиции,+,0.5019084523050247
916,01 ноября посетила отделение Росбанка на Московском проспекте около 13.00 часов с проблемой оплаты кредита банка партнера РН БАНК,+,0.38154296472366833
917,31 августа у меня закончился вклад,−,0.47130084238307673
918,Примерно 20.10 обратился в отделение банка г.Тюмень ул.Воровсеого 2 ,?,0.5610207388323404
919,"В приложении появилось предложение на кредитную карту, 22.06.2022 я им воспользовался, назначив доставку на 23.06.2022",−,0.45794610257054474
920,Хочу поблагодарить службу поддержки Газпромбанка в решении моего вопроса,+,0.628205810415056
921,Добрый день! 28 февраля 2022 года поступила смс об отключении пакета нотификаций «Карты+»,?,0.5877714766493474
922,"Я уже достаточно давно - работающий пенсионер, но веду активный образ жизни и пользуюсь многими благами современной цивилизации и банковские карты - не исключение",+,0.45815811828111597
923,"Я являюсь клиентом банка с 2008 года, как физлицо и как юрлицо",?,0.5487871955698281
924,"Хочу поблагодарить работников Банка за быстрые консультации,а также удобное приложение.Пользовалась несколько раз чатом,ГорячейЛинией -везде быстро и квалифицированно.С помощью менеджеров освоила Кредитную Карту - оказалось крайне удобно,также...",+,0.9106704981858805
925,Сегодня столкнулась с невозможностью сделать перевод через приложение (мобильный банк),+,0.35484239394085365
926,"Промсвязьбанк смысл от открытия офиса в СПб, г.Колпино без кассы!!!!! Валюту снять невозможно",−,0.6421844799000753
927,"В январе 2021 муж покупал авиа через Тинькофф, случайно взял билеты не на те даты, позвонил и через 10 минут помогли изменить даты в билетах , просто самый лучший банк Так же если поступает кэшбэк не по той категории,чаще всего можно обратиться...",−,0.45903780897660273
928,Открывал ИП и стоял выбор банка,−,0.46327702824900957
929,08 июня 2022г,−,0.44514264605730125
930,"17.10.22 я не смогла самостоятельно выгрузить в интернет-банке квитанции о переводе в адрес ЮЛ, 'произошла ошибка'",−,0.851103012306414
931,Вот такой казус произошел со мной в ночь с 25 июля на 26 июля во взаимодействий с данным банком,−,0.7406738434961299
932,В августе по моей реферальной ссылке Другом была открыта дебетовая карта и выполнены условия для получения вознаграждения,?,0.4609218180294648
933,Решила оформить курсы в рассрочку,?,0.5345620705337389
934,Приходили 08.07.2022года в Серпуховское отделение МКБ,?,0.428701432941299
935,"Не могу пользоваться дебетовой картой Польза- денежные средства на карте есть, но при оплате на терминале выходит сообщение - Amount over maximum, и, хотя сумма покупки совсем небольшая, операция по оплате картой не проходит",−,0.6525529671217719
936,Хотел перевести себе деньги из вашего банка через СБП - не дают,−,0.7377795478246726
937,"Столкнулся с такой проблемой, что было ограничено дистанционное обслуживание, что меня мягко говоря сильно расстроило, но вроде как вопрос быстро решился отправкой моих документов",−,0.565291685072778
938,"29.12.2021 обратился в отделение банка ""ВТБ"" для получения потребительского кредита по ранее направленному в личный кабинет ""ВТБ"" предложению",−,0.45125205513252375
939,"После закрытия кредита сотрудники, а скорее руководство банка проявили лояльность после того как мной была допущена просрочка платежа на несколько часов)) По окончанию, закрытию кредита, мне был положен возврат д/с, и после этой ""просрочки"" в...",−,0.7316214759026307
940,"Честно говоря, я до этого был наслышан что клиентов банки разводят как могут, но столкнулся с этим в первые",−,0.9278427260441541
941,"04.07.22 банкомат при офисе Россельхозбанка по адресу Москва Лермонтовский проспект дом 2к1 при приёме денежных средств выдал ошибку и не зачислил средства на счёт карты, при этом не выдал чек, в эту же минуту я зашёл в банк и написал об этом...",−,0.8485546741587952
942,"Я госслужащая, у супруга есть карта Газпромбанка с 2016 года, открыта по месту работы, не пользуемся ей так же с 2016 года, карта давно просрочена, звонили на горячую линию что бы заказать справку для госслужащих, оператора ждёшь по 40 минут и...",?,0.5667184624266318
943,"Добрый день, пишу отзыв, потому что не могу оставить этот кейс без внимания",−,0.8147909464239083
944,Отвратительный сервис и отношение к клиентам! Являюсь созаемщиком по ипотеке,−,0.7260846999242773
945,28.04.2022 обратилась в банк о возможности перевода 150 (сто пятьдесят) евро в Финляндию,−,0.6161617022756936
946,В начале 2021 года была акция по выплате 8% кешбека при оплате услуг медси,?,0.49045073601755174
